¿œΩ√,∆Ú±’±‚ø¬,√÷¥Î«≥º”,∆Ú±’«≥º”
2018-10-31,9,5,2.4
2018-11-01,11.2,5.4,1.9
2018-11-02,12.7,3.6,1.7
2018-11-03,13.9,4.4,2.8
2018-11-04,14.7,4.8,2.6
2018-11-05,14.5,6.3,2.4
2018-11-06,12.7,7.6,5.5
2018-11-07,13.3,7.9,4
2018-11-08,15.2,4.6,2.8
2018-11-09,14.3,12.8,7.2
2018-11-10,13.2,7.5,3.5
2018-11-11,13.2,4.5,2.5
2018-11-12,10.7,8.6,5.1
2018-11-13,9.7,7.8,4.6
2018-11-14,8.7,8.5,6.2
2018-11-15,10,5.6,2.8
2018-11-16,12.1,6.8,3.5
2018-11-17,9,8.7,4.7
2018-11-18,10.1,8.2,2.8
2018-11-19,9.2,6.3,2.6
2018-11-20,9.2,9.8,4.3
2018-11-21,10.1,8.4,3.6
2018-11-22,5.7,9.3,4.3
2018-11-23,3.6,5.2,1.8
2018-11-24,6.6,6.5,2.6
2018-11-25,8.6,5.4,1.5
2018-11-26,10.9,6.5,2.7
2018-11-27,12.3,7.2,3
2018-11-28,8.8,9.1,4.3
2018-11-29,8.5,8.6,3.4
2018-11-30,8.2,6,2.7
2018-12-01,8.2,8.8,3.7
2018-12-02,11.6,4.4,2.2
2018-12-03,15.3,10.7,4.2
2018-12-04,10.7,10.6,5.7
2018-12-05,6.1,10.1,5.5
2018-12-06,7.6,9.2,4
2018-12-07,-0.5,9.1,3
2018-12-08,-2.2,8,2.9
2018-12-09,-0.9,5.4,2.1
2018-12-10,2,7.2,3.6
2018-12-11,4.9,7.2,2.8
2018-12-12,2.3,9.8,4.8
2018-12-13,2.1,8.5,3.6
2018-12-14,0.3,7.3,5
2018-12-15,3.1,7.9,4
2018-12-16,5.5,8.4,3.8
2018-12-17,4.8,5.9,2.6
2018-12-18,4.4,7.7,3.5
2018-12-19,7.4,9.6,4.4
2018-12-20,6.6,4.7,2
2018-12-21,9.1,5.8,2.4
2018-12-22,8.8,8.9,4.6
2018-12-23,5.9,9.3,3.3
2018-12-24,3.7,7.4,2.5
2018-12-25,4.2,4.6,2.1
2018-12-26,4.5,8.1,2.8
2018-12-27,-2.1,12.1,3.9
2018-12-28,-2,9.5,4
2018-12-29,-2.2,8.7,4
2018-12-30,0.3,7.4,3.9
2018-12-31,2.6,6.8,3.1
2019-01-01,2.3,4.3,2
2019-01-02,1.9,4.6,1.8
2019-01-03,2.2,4.3,1.5
2019-01-04,4.6,6.2,3
2019-01-05,2.8,7,3.5
2019-01-06,2,8,4.3
2019-01-07,3.5,5.7,2.6
2019-01-08,2,7.4,2.9
2019-01-09,1.1,10.7,5
2019-01-10,5.5,6.7,3
2019-01-11,4.8,6.4,2.3
2019-01-12,5.1,9.6,2.4
2019-01-13,4.6,8.4,3.2
2019-01-14,5.9,5.6,1.9
2019-01-15,4.1,10.1,4.6
2019-01-16,0.6,6.5,3.2
2019-01-17,3,5.6,2.8
2019-01-18,3.9,5.5,2
2019-01-19,5.6,4,1.3
2019-01-20,3.3,7.4,2.9
2019-01-21,3.1,8.6,3.5
2019-01-22,4.8,6.9,3.5
2019-01-23,4.9,11.5,5
2019-01-24,3,6.4,2.6
2019-01-25,1.5,13.9,5.5
2019-01-26,-0.8,14.9,7.3
2019-01-27,4.7,9.2,3.7
2019-01-28,3.4,10.8,5.4
2019-01-29,3.8,5.5,2.2
2019-01-30,8,8.9,3.4
2019-01-31,0.9,11.5,7.9
2019-02-01,1.7,9.6,4.8
2019-02-02,5.2,6.9,2.5
2019-02-03,8.1,13.4,5.7
2019-02-04,4.2,7.9,3.5
2019-02-05,6.3,6.8,3.7
2019-02-06,8.8,6.5,3.3
2019-02-07,3.3,9.8,3.9
2019-02-08,-0.9,7.8,4.4
2019-02-09,-0.7,11.6,5.9
2019-02-10,-0.7,8.9,4.2
2019-02-11,0.4,10.4,3.9
2019-02-12,0.9,5.3,2.4
2019-02-13,0.5,11.7,4.2
2019-02-14,0.1,9.7,4.8
2019-02-15,4,8.9,3.5
2019-02-16,0.7,9.2,4.1
2019-02-17,2.8,5.4,3
2019-02-18,5.8,4.7,1.9
2019-02-19,5.8,7.5,2.3
2019-02-20,4.1,9.2,3.3
2019-02-21,4.4,4.7,2
2019-02-22,6.4,4.1,2
2019-02-23,4.9,9.8,5.7
2019-02-24,7.1,9.6,4.4
2019-02-25,6.4,8.9,4.6
2019-02-26,5.9,7.8,2.7
2019-02-27,6.8,7.1,2.7
2019-02-28,6.8,6,2.7
2019-03-01,6.8,3.4,1.2
2019-03-02,8,4.1,1.7
2019-03-03,8.3,5.3,2.2
2019-03-04,8.2,7.7,4.6
2019-03-05,9.5,5.8,2.8
2019-03-06,10,9.1,4.1
2019-03-07,4.9,14,8.1
2019-03-08,7.3,7.3,2.4
2019-03-09,10.7,10.2,6.5
2019-03-10,8.6,8.2,4.1
2019-03-11,8,12.4,4.1
2019-03-12,8,8.6,4
2019-03-13,4.1,9,3.7
2019-03-14,6,8.5,3.2
2019-03-15,6.8,10.2,4.4
2019-03-16,7,9.3,4.5
2019-03-17,5.5,8.9,3.9
2019-03-18,10.1,9.7,5.6
2019-03-19,13,7.6,2.8
2019-03-20,13.9,7.4,3.3
2019-03-21,13.1,12.6,4.6
2019-03-22,4.2,10.3,5.1
2019-03-23,4.2,9.7,3.7
2019-03-24,6.5,9.1,3.8
2019-03-25,10.2,8.8,4.3
2019-03-26,10.4,8.6,4.5
2019-03-27,11.5,11.3,6.9
2019-03-28,4.7,9.9,4.4
2019-03-29,8.2,4.1,1.7
2019-03-30,7.8,8.8,2.8
2019-03-31,3.7,8.1,3.8
2019-04-01,3.4,9.7,5
2019-04-02,4.5,7.5,3.4
2019-04-03,7.3,8.2,3.6
2019-04-04,11.9,13,7.8
2019-04-05,11.9,12.1,7.6
2019-04-06,10.3,7,2.5
2019-04-07,9.2,9.5,4.5
2019-04-08,7.7,15.8,6
2019-04-09,8,7,2.4
2019-04-10,4.6,10.5,6.7
2019-04-11,7.7,5.3,2.4
2019-04-12,9.7,5.6,2.8
2019-04-13,11.6,6,4.3
2019-04-14,10.3,9,5.4
2019-04-15,10.4,7.3,3.7
2019-04-16,14.8,7.8,4
2019-04-17,16.6,6.5,2.9
2019-04-18,15.7,11.7,
2019-04-19,7.8,,2.3
2019-04-20,10.9,5.6,3.4
2019-04-21,13,5.3,2.2
2019-04-22,12.9,4.3,2.4
2019-04-23,15.8,9.7,4.6
2019-04-24,14.6,9.7,3.4
2019-04-25,10,12.2,8.2
2019-04-26,6.8,10.5,8
2019-04-27,9.8,7.4,3.3
2019-04-28,11.9,6.8,3.7
2019-04-29,11.8,4.6,2.1
2019-04-30,12.9,6.5,3.1
2019-05-01,13.3,5.1,1.8
2019-05-02,15.6,10.7,5.2
2019-05-03,14.4,8.8,4.1
2019-05-04,14.7,5.2,3.2
2019-05-05,17.7,6.2,4.6
2019-05-06,10.9,11.5,6.6
2019-05-07,13.6,9.2,5.7
2019-05-08,17.2,9.7,4.9
2019-05-09,19.7,6.9,3.5
2019-05-10,19.8,6.6,1
2019-05-11,18.3,4.9,2.2
2019-05-12,16.4,6,3.3
2019-05-13,15.6,5.7,2.7
2019-05-14,18,6.2,2.9
2019-05-15,18.7,5.3,3.3
2019-05-16,19.3,5.6,4.2
2019-05-17,20.2,6.4,4.2
2019-05-18,18.5,5.4,2.7
2019-05-19,19.8,4.9,2.4
2019-05-20,16.8,10.8,5.7
2019-05-21,17.7,9.9,6.7
2019-05-22,20,10.6,6.2
2019-05-23,22.2,8.1,4.3
2019-05-24,25.3,7,3.8
2019-05-25,26.6,7.2,2.4
2019-05-26,25.5,10.7,4
2019-05-27,18,10.7,5.8
2019-05-28,17.3,10.4,4.8
2019-05-29,18.8,14.5,4.8
2019-05-30,21.7,11.7,4.6
2019-05-31,18.4,11.3,6.3
2019-06-01,20.1,8.3,4.3
2019-06-02,19.7,5.7,3.9
2019-06-03,21.5,7.3,3.8
2019-06-04,22.9,10.6,4.3
2019-06-05,21.2,11.4,3.7
2019-06-06,18.5,6.9,3.5
2019-06-07,16,15.9,8.9
2019-06-08,16.1,11.4,4.8
2019-06-09,15.5,6.4,3.8
2019-06-10,15.3,9.6,6.4
2019-06-11,14.6,8.6,5.7
2019-06-12,14.9,5.5,2.9
2019-06-13,17.6,6,3.2
2019-06-14,19.6,7.2,4.4
2019-06-15,16.4,11.2,6.5
2019-06-16,14.4,8.9,4.1
2019-06-17,16.6,5.1,2.8
2019-06-18,20.6,5.6,2.3
2019-06-19,20.6,5.1,2.5
2019-06-20,22.7,6.7,2.7
2019-06-21,21.1,10.1,3.5
2019-06-22,17.2,8.8,4.9
2019-06-23,16.8,8.6,5.2
2019-06-24,17.3,6.3,2.5
2019-06-25,18.8,4.2,2.5
2019-06-26,20.9,6.2,3.7
2019-06-27,20.4,6.9,2.5
2019-06-28,19.3,7.2,3.8
2019-06-29,19.7,6.3,2.3
2019-06-30,21.4,8.6,3.8
2019-07-01,22.3,5.2,2.6
2019-07-02,23.4,5.6,2.5
2019-07-03,21.3,5,3.3
2019-07-04,22.2,5.8,2.8
2019-07-05,22.4,5.1,3.4
2019-07-06,20.8,8.3,5.7
2019-07-07,19.6,7.6,5.6
2019-07-08,18.8,8.2,5.8
2019-07-09,19.5,7.3,5.9
2019-07-10,20.1,8.4,6.1
2019-07-11,21.2,7.9,3.3
2019-07-12,20.6,8.9,3.2
2019-07-13,22.1,5.4,2.4
2019-07-14,21.4,3.8,1.9
2019-07-15,20.6,4.1,1.8
2019-07-16,20,4.6,2.6
2019-07-17,21.7,2.7,1.4
2019-07-18,22.6,5.6,3.2
2019-07-19,22.9,5.4,3.1
2019-07-20,22.6,5.5,3.4
2019-07-21,22.2,9.3,5.3
2019-07-22,26.5,11.1,6.9
2019-07-23,28.6,5,1.8
2019-07-24,26.6,6,3.5
2019-07-25,26.3,8.4,4.1
2019-07-26,25.3,9.1,6.7
2019-07-27,26.2,6.2,3.7
2019-07-28,26.7,8.8,6.9
2019-07-29,26.8,9.9,7.2
2019-07-30,27.4,10,7.9
2019-07-31,28.5,10.1,8.2
2019-08-01,29.7,8.8,4.3
2019-08-02,28.6,5.1,1.5
2019-08-03,27,4.5,1.4
2019-08-04,26.1,2.9,1.5
2019-08-05,26.1,5.3,2.7
2019-08-06,25.1,7.1,4.6
2019-08-07,25.6,7.3,4.3
2019-08-08,27.8,8.1,4.6
2019-08-09,28.4,8.7,2.3
2019-08-10,26.4,6,3.1
2019-08-11,25.2,5.3,3.5
2019-08-12,27.1,4.1,2.6
2019-08-13,27.8,6.3,3.4
2019-08-14,25.9,8.9,6.8
2019-08-15,25.4,11.1,7.9
2019-08-16,25.9,9.5,4.6
2019-08-17,26.1,9.5,6
2019-08-18,25.7,7.8,2.5
2019-08-19,24,6.9,3.4
2019-08-20,23.6,7.8,5.3
2019-08-21,24.5,4.5,2.1
2019-08-22,24.1,4,1.8
2019-08-23,25.2,6.5,3.2
2019-08-24,23.9,3.8,1.4
2019-08-25,23.1,4.3,2.1
2019-08-26,24,2.8,1.2
2019-08-27,21.6,6.1,2.2
2019-08-28,22.8,5.2,2.3
2019-08-29,23.6,6.6,3.1
2019-08-30,24.1,6.9,3.9
2019-08-31,23.1,5,2.5
2019-09-01,22.9,4.9,2
2019-09-02,22.5,5.4,3.1
2019-09-03,20,5.4,3
2019-09-04,22.2,5.2,2.6
2019-09-05,24.9,3.6,2.3
2019-09-06,25.5,4,2.4
2019-09-07,25.2,7.9,3.5
2019-09-08,24.9,8.3,5
2019-09-09,25.6,3.2,1.8
2019-09-10,25.6,4.7,2.2
2019-09-11,20.9,10.5,6.2
2019-09-12,19.5,10.2,6.2
2019-09-13,21.2,6.2,3.7
2019-09-14,22.5,4.6,1.3
2019-09-15,20.7,8.6,5.6
2019-09-16,19.7,9.5,5.7
2019-09-17,20.1,9,5.7
2019-09-18,20.1,10.1,4.5
2019-09-19,18.1,7.4,3
2019-09-20,18.5,4.7,2.3
2019-09-21,17.6,8,3.8
2019-09-22,15.7,23.1,11.9
2019-09-23,15,25.8,11
2019-09-24,17.9,3.2,1.4
2019-09-25,18.6,4.4,2.3
2019-09-26,19.9,2.9,1.4
2019-09-27,20.5,4.6,2.1
2019-09-28,21,3.5,1.3
2019-09-29,21.9,4,1.6
2019-09-30,21.6,3.3,1.4
2019-10-01,21.1,2.3,1.1
2019-10-02,20.3,8.9,3.2
2019-10-03,20.3,10,5.2
2019-10-04,18.3,11.4,5.5
2019-10-05,15.6,12.9,6.1
2019-10-06,14,9.9,5
2019-10-07,15.7,4.3,1.5
2019-10-08,16.5,9.2,4
2019-10-09,16.6,6,2.3
2019-10-10,18,3.4,1.7
2019-10-11,18,11.6,5.6
2019-10-12,15.7,16.4,12.7
2019-10-13,13.8,11.4,6.8
2019-10-14,14.4,14.8,5.1
2019-10-15,10.7,13,6.2
2019-10-16,14,3.7,2
2019-10-17,15.2,6.5,3.1
2019-10-18,15.3,9.6,6.6
2019-10-19,14.3,10.5,5.9
2019-10-20,15.5,2.7,1.1
2019-10-21,15.7,5.6,3.3
2019-10-22,16.1,7,5.2
2019-10-23,15.7,7.4,5.2
2019-10-24,16.1,10.1,6.5
2019-10-25,16.4,11.2,4.7
2019-10-26,15.1,8.2,3.6
2019-10-27,12.2,8.9,3.1
2019-10-28,14.6,7.6,2.8
2019-10-29,15,8.8,4.1
2019-10-30,15.3,6.9,2.6
2019-10-31,17.2,10.5,5
2019-11-01,14.3,10.7,3.9
2019-11-02,14.2,4.5,2.1
2019-11-03,12.8,11.3,5.8
2019-11-04,10.9,8.8,5
2019-11-05,14.1,6.1,3.8
2019-11-06,14,7.2,3.1
2019-11-07,11.2,9.8,5.4
2019-11-08,10.1,4.8,2.3
2019-11-09,10.5,6.9,4.1
2019-11-10,12.3,5.1,2.6
2019-11-11,11.7,9,3.3
2019-11-12,13.4,8.3,2.6
2019-11-13,13.8,10.6,4.8
2019-11-14,5.2,7.3,3.1
2019-11-15,10.4,9.4,6.1
2019-11-16,11.5,6,2.8
2019-11-17,13.2,4.6,2.2
2019-11-18,11.4,10,4.7
2019-11-19,4.5,8.8,3.9
2019-11-20,5.6,4.5,1.8
2019-11-21,8.5,3,1.2
2019-11-22,12.1,2.8,1.4
2019-11-23,13.3,4.2,1.7
2019-11-24,15.2,6.9,3.4
2019-11-25,4.6,15.4,9.7
2019-11-26,6.7,5.9,2.2
2019-11-27,7.4,12.8,5.5
2019-11-28,3.1,13.8,8.7
2019-11-29,4.6,9.3,4.3
2019-11-30,6.7,7.7,3.5
2019-12-01,8.1,6.1,2
2019-12-02,5.9,5.8,2.9
2019-12-03,3.8,7.5,3.7
2019-12-04,5.1,7.2,3
2019-12-05,1.5,7.8,3.2
2019-12-06,2,7.1,3.3
2019-12-07,4.9,6.7,2.6
2019-12-08,7.5,4.8,1.9
2019-12-09,8.6,7,3.6
2019-12-10,10.8,8.6,5.7
2019-12-11,11.2,11,6.7
2019-12-12,3.3,6.6,2.9
2019-12-13,6.9,6.2,3.7
2019-12-14,5.7,9.6,5.6
2019-12-15,5.3,5.7,2.2
2019-12-16,9.2,4,1.6
2019-12-17,12.1,9,5.1
2019-12-18,5.3,10.1,6.3
2019-12-19,5.5,11.6,4.6
2019-12-20,3.1,5.7,1.9
2019-12-21,5,5.6,2.8
2019-12-22,6.5,5.1,2
2019-12-23,5.9,10.7,5.2
2019-12-24,5,7.2,1.9
2019-12-25,8.1,7.7,3.6
2019-12-26,6.8,10,2.6
2019-12-27,1.8,16.4,6.5
2019-12-28,3.9,4.4,2.1
2019-12-29,6.5,3.4,1.7
2019-12-30,9.2,6.4,2.8
2019-12-31,-0.2,8.4,3
2020-01-01,2.1,4,1.8
2020-01-02,4.7,6.4,2
2020-01-03,5.9,7.1,2.3
2020-01-04,5,9.1,4
2020-01-05,4.4,5.7,2.2
2020-01-06,7.1,5,1.7
2020-01-07,10,6.3,1.9
2020-01-08,6.5,22.2,8.2
2020-01-09,4.4,11.3,4.4
2020-01-10,4.7,7.9,2.8
2020-01-11,5.2,5.4,1.9
2020-01-12,4.2,12.4,4.9
2020-01-13,2.3,7.2,2.9
2020-01-14,1.3,10.2,4
2020-01-15,1.4,9.3,3.7
2020-01-16,3.2,6.8,2.3
2020-01-17,3.8,7.7,3.8
2020-01-18,3.9,9,4.1
2020-01-19,4.5,7.9,3.3
2020-01-20,3.5,7.5,3
2020-01-21,3,8.8,2.8
2020-01-22,7.1,7.1,3.1
2020-01-23,7.6,3.8,1.9
2020-01-24,4.3,10,5.5
2020-01-25,5.1,6.5,2.2
2020-01-26,5.5,12.4,5.7
2020-01-27,5.4,15.3,7.6
2020-01-28,5.7,14.9,11.6
2020-01-29,4.1,9,6.6
2020-01-30,1.8,10.2,7.7
2020-01-31,1.9,10.2,5.3
2020-02-01,4.9,5,2
2020-02-02,5.7,5,2.4
2020-02-03,2.7,7.1,3.6
2020-02-04,3.5,6.4,3.4
2020-02-05,-3.2,8.8,5.9
2020-02-06,-3.2,9,5.2
2020-02-07,2.6,7.7,3.5
2020-02-08,0.8,11.6,5.3
2020-02-09,1.5,7.7,3.4
2020-02-10,3.3,6.2,3.4
2020-02-11,6.1,5.5,2.3
2020-02-12,9.6,5.6,2.5
2020-02-13,10.5,6.5,2.3
2020-02-14,9.8,5.3,2.3
2020-02-15,8.7,7,2.5
2020-02-16,6.4,9.1,3.8
2020-02-17,-0.6,7.7,3.4
2020-02-18,-0.3,6.7,2.8
2020-02-19,3.5,5.1,1.8
2020-02-20,5.2,5.4,1.9
2020-02-21,7,5,3.2
2020-02-22,6.7,8.9,4.8
2020-02-23,4.4,7.8,3.6
2020-02-24,9,7.4,4.6
2020-02-25,6.6,12.2,6.5
2020-02-26,3.6,10.8,7.2
2020-02-27,2,11.2,5.9
2020-02-28,4.1,6.6,2.3
2020-02-29,6.2,10.3,4.4
2020-03-01,6.4,3.7,1.8
2020-03-02,4.8,12.4,5.5
2020-03-03,5.2,8.3,3
2020-03-04,6.2,8,3.8
2020-03-05,2.1,9.8,3.9
2020-03-06,5.7,5.3,2.2
2020-03-07,7.7,3.3,1.5
2020-03-08,8,8.1,4
2020-03-09,9.3,5.4,2.6
2020-03-10,7.1,9.9,5.3
2020-03-11,4.8,8,3.5
2020-03-12,8.7,10.7,5.1
2020-03-13,7.3,10.6,4.6
2020-03-14,3.7,6.3,3.4
2020-03-15,4.3,10.8,5.4
2020-03-16,4.1,13.7,5.6
2020-03-17,8,11.9,6.3
2020-03-18,10.1,9.8,4.4
2020-03-19,10.4,12.1,8.5
2020-03-20,9,9.3,4.9
2020-03-21,12.8,11,6.7
2020-03-22,8.4,10.8,4.9
2020-03-23,7.6,6.7,3.5
2020-03-24,6.5,4.1,1.7
2020-03-25,9.9,6.6,4.2
2020-03-26,13.2,8.8,5.6
2020-03-27,8.9,12.6,6.5
2020-03-28,6.4,6,2.8
2020-03-29,6.2,6,2.7
2020-03-30,8,2.9,1.7
2020-03-31,9.3,3.2,1.9
2020-04-01,8.9,11.4,4.9
2020-04-02,10.7,11.9,5.7
2020-04-03,13.6,7.1,3.9
2020-04-04,7.9,12.6,6.1
2020-04-05,6.9,5.5,2.5
2020-04-06,10.6,6.2,3.6
2020-04-07,12.2,6.9,2.9
2020-04-08,5.8,11.4,4.5
2020-04-09,7.3,10.8,5.2
2020-04-10,8,6.9,3.1
2020-04-11,10.3,5.8,3.2
2020-04-12,8.9,11.4,5.3
2020-04-13,8,14.2,10.5
2020-04-14,12.5,7.6,2.6
2020-04-15,14.4,11.1,3.7
2020-04-16,9.7,6.6,3.3
2020-04-17,10.2,6.2,2.3
2020-04-18,10.2,9.5,5.5
2020-04-19,10.2,6.5,4
2020-04-20,11.4,8,3.6
2020-04-21,10,8,3.8
2020-04-22,7.3,7.6,3.6
2020-04-23,7.2,5.2,2.1
2020-04-24,10,12.4,5
2020-04-25,13.4,14.3,9.9
2020-04-26,9.3,7.7,4.1
2020-04-27,10.1,6.4,2.3
2020-04-28,13.2,14.1,5.5
2020-04-29,17.1,10.3,4
2020-04-30,17.2,10.1,4.3
2020-05-01,23.1,13.1,7.9
2020-05-02,22,10.5,4.4
2020-05-03,17.8,11.5,5.9
2020-05-04,14.8,13.3,6.7
2020-05-05,12.9,8,3.7
2020-05-06,13.3,7.8,3.8
2020-05-07,13.6,6.6,2.8
2020-05-08,15.4,8.7,3.5
2020-05-09,14,9.9,3.8
2020-05-10,17.4,9.8,4.5
2020-05-11,19.3,9.7,5.6
2020-05-12,17.6,10.1,6.3
2020-05-13,17.1,12,6.2
2020-05-14,20,9.1,4.3
2020-05-15,16,9,4.2
2020-05-16,14.8,4.5,1.6
2020-05-17,14.1,3.7,1.2
2020-05-18,14.2,4.7,2.4
2020-05-19,14.5,13.3,5.1
2020-05-20,10.2,10.7,4.9
2020-05-21,11.4,7.5,3.3
2020-05-22,12.2,5.4,2.5
2020-05-23,14.9,5.1,2.3
2020-05-24,18.2,10.6,5.3
2020-05-25,18.3,4.5,2
2020-05-26,18.6,5.2,1.5
2020-05-27,17.4,6.9,2.4
2020-05-28,18.5,6.6,2.6
2020-05-29,18.1,3.2,1.5
2020-05-30,18.4,3.4,1.8
2020-05-31,19.4,4.5,3.1
2020-06-01,21.2,10,5.6
2020-06-02,20.5,7.9,3.7
2020-06-03,21.1,8.8,3.4
2020-06-04,24.6,8.1,3.9
2020-06-05,20.3,8,4.4
2020-06-06,18.6,4.8,3.1
2020-06-07,19.4,3.9,2.2
2020-06-08,21.1,6.1,4.7
2020-06-09,24.5,9.5,6.5
2020-06-10,23.9,9.3,6.3
2020-06-11,22.1,8.9,3.2
2020-06-12,20.9,5.9,2.5
2020-06-13,22.2,7.1,3.6
2020-06-14,23.8,10.3,5.4
2020-06-15,25.3,9.8,6
2020-06-16,21.4,11.4,5.3
2020-06-17,21.6,6.5,4.1
2020-06-18,20.5,8.3,4.7
2020-06-19,19.1,7,3.4
2020-06-20,19.1,4.5,1.7
2020-06-21,19.9,3.1,1.6
2020-06-22,20.3,3.7,1.9
2020-06-23,21.7,4.2,2.3
2020-06-24,21.2,4.4,1.9
2020-06-25,20.9,6.1,2.2
2020-06-26,23,10.3,4.5
2020-06-27,23.8,9.3,2.4
2020-06-28,21.2,4.2,1.4
2020-06-29,21.3,3.5,1.5
2020-06-30,19.5,10,4.8
2020-07-01,16.8,19.7,8.7
2020-07-02,20.1,3.9,2.4
2020-07-03,19.2,4.8,3.1
2020-07-04,19,5.5,3
2020-07-05,19.8,6.2,3.9
2020-07-06,22,4.4,2.1
2020-07-07,22.5,5,2.3
2020-07-08,21.4,6.8,2.3
2020-07-09,22,4,1.4
2020-07-10,21.2,4.6,1.9
2020-07-11,20.1,10.3,4.1
2020-07-12,18.9,5.5,2.4
2020-07-13,17.8,10.3,4.6
2020-07-14,17.8,12.7,9.4
2020-07-15,17.8,6.5,3.4
2020-07-16,19.3,3.5,1.8
2020-07-17,20.1,3.3,2
2020-07-18,20.6,3.5,1.4
2020-07-19,21.1,4.9,1.7
2020-07-20,23,11.2,7.3
2020-07-21,24,5.3,2
2020-07-22,22.2,4.3,1.9
2020-07-23,21.5,4.9,2.3
2020-07-24,20.4,7.2,2.8
2020-07-25,20.7,3.8,1.1
2020-07-26,21.4,4.8,2.8
2020-07-27,22.1,4.2,1.7
2020-07-28,21.9,4.5,1.6
2020-07-29,21.6,3.2,1
2020-07-30,22.9,9.7,2.4
2020-07-31,25.7,4.8,2.5
